CTY_NAME,CTY_TXT,State,Region,Division,POINT_X,POINT_Y
Pierce,G55093,Wisconsin,Midwest Region,East North Central Division,-92.42244792980,44.71969645520
Kewaunee,G55061,Wisconsin,Midwest Region,East North Central Division,-87.61524468410,44.51601469690
Washington,G55131,Wisconsin,Midwest Region,East North Central Division,-88.23080784330,43.36848195740
Rock,G27133,Minnesota,Midwest Region,West North Central Division,-96.25321874050,43.67464041510
Hubbard,G27057,Minnesota,Midwest Region,West North Central Division,-94.91663574360,47.10861235530
Lac qui Parle,G27073,Minnesota,Midwest Region,West North Central Division,-96.17337997570,44.99539918500
Wabasha,G27157,Minnesota,Midwest Region,West North Central Division,-92.23033433660,44.28430469220
Otter Tail,G27111,Minnesota,Midwest Region,West North Central Division,-95.70798795850,46.40870485020
Redwood,G27127,Minnesota,Midwest Region,West North Central Division,-95.25371340390,44.40367342290
Sherburne,G27141,Minnesota,Midwest Region,West North Central Division,-93.77416094590,45.44391104590
Aitkin,G27001,Minnesota,Midwest Region,West North Central Division,-93.41543157130,46.60827575670
Watonwan,G27165,Minnesota,Midwest Region,West North Central Division,-94.61409238230,43.97841491040
Pope,G27121,Minnesota,Midwest Region,West North Central Division,-95.44442780440,45.58595977180
Morrison,G27097,Minnesota,Midwest Region,West North Central Division,-94.26839911970,46.01261009700
Steele,G27147,Minnesota,Midwest Region,West North Central Division,-93.22604738280,44.02230737090
Beltrami,G27007,Minnesota,Midwest Region,West North Central Division,-94.93764967890,47.97378575210
Clay,G27027,Minnesota,Midwest Region,West North Central Division,-96.49055771460,46.89222695160
Rice,G27131,Minnesota,Midwest Region,West North Central Division,-93.29661206930,44.35419251180
Swift,G27151,Minnesota,Midwest Region,West North Central Division,-95.68153381070,45.28262530960
Winona,G27169,Minnesota,Midwest Region,West North Central Division,-91.77936297120,43.98676108870
Dakota,G27037,Minnesota,Midwest Region,West North Central Division,-93.06544298980,44.67188142450
Wright,G27171,Minnesota,Midwest Region,West North Central Division,-93.96331783260,45.17386686850
Nobles,G27105,Minnesota,Midwest Region,West North Central Division,-95.75333920020,43.67421836070
Lake,G27075,Minnesota,Midwest Region,West North Central Division,-91.44575008870,47.64091479940
Freeborn,G27047,Minnesota,Midwest Region,West North Central Division,-93.34881460990,43.67386490580
Buffalo,G55011,Wisconsin,Midwest Region,East North Central Division,-91.75441308930,44.37960314670
Milwaukee,G55079,Wisconsin,Midwest Region,East North Central Division,-87.96665427420,43.00712702620
Adams,G55001,Wisconsin,Midwest Region,East North Central Division,-89.77070650180,43.96950635050
Renville,G27129,Minnesota,Midwest Region,West North Central Division,-94.94713671890,44.72683098700
Richland,G55103,Wisconsin,Midwest Region,East North Central Division,-90.42939025990,43.37567454560
St. Croix,G55109,Wisconsin,Midwest Region,East North Central Division,-92.45284736420,45.03406126080
Wood,G55141,Wisconsin,Midwest Region,East North Central Division,-90.04138414540,44.45521967000
Martin,G18101,Indiana,Midwest Region,East North Central Division,-86.80307301390,38.70817031000
Hendricks,G18063,Indiana,Midwest Region,East North Central Division,-86.51001198570,39.76956789080
Posey,G18129,Indiana,Midwest Region,East North Central Division,-87.86827480700,38.02178933840
Bartholomew,G18005,Indiana,Midwest Region,East North Central Division,-85.89756516610,39.20590326730
Tippecanoe,G18157,Indiana,Midwest Region,East North Central Division,-86.89419250430,40.38864398150
Carroll,G18015,Indiana,Midwest Region,East North Central Division,-86.56368964800,40.58292325650
Vermillion,G18165,Indiana,Midwest Region,East North Central Division,-87.46399170620,39.85401164770
Jay,G18075,Indiana,Midwest Region,East North Central Division,-85.00569095600,40.43799520180
Whitley,G18183,Indiana,Midwest Region,East North Central Division,-85.50514033460,41.13935688720
Delaware,G18035,Indiana,Midwest Region,East North Central Division,-85.39688227870,40.22752506470
Hancock,G18059,Indiana,Midwest Region,East North Central Division,-85.77329191830,39.82351494040
Sullivan,G18153,Indiana,Midwest Region,East North Central Division,-87.41478704860,39.08883867700
Fond du Lac,G55039,Wisconsin,Midwest Region,East North Central Division,-88.48828299250,43.75358761000
Hamilton,G18057,Indiana,Midwest Region,East North Central Division,-86.05201236190,40.07242975720
Jasper,G18073,Indiana,Midwest Region,East North Central Division,-87.11611906390,41.02293787920
Clay,G18021,Indiana,Midwest Region,East North Central Division,-87.11583034320,39.39277724060
White,G18181,Indiana,Midwest Region,East North Central Division,-86.86552528600,40.74978707340
Knox,G18083,Indiana,Midwest Region,East North Central Division,-87.41789045720,38.68904964750
Starke,G18149,Indiana,Midwest Region,East North Central Division,-86.64790325040,41.28085042560
Portage,G55097,Wisconsin,Midwest Region,East North Central Division,-89.50132914840,44.47599643850
Miami,G18103,Indiana,Midwest Region,East North Central Division,-86.04499988840,40.76953195110
Ripley,G18137,Indiana,Midwest Region,East North Central Division,-85.26233010620,39.10348960470
Orange,G18117,Indiana,Midwest Region,East North Central Division,-86.49506291850,38.54181615070
Harrison,G18061,Indiana,Midwest Region,East North Central Division,-86.11106248310,38.19504907200
Union,G18161,Indiana,Midwest Region,East North Central Division,-84.92517856670,39.62555499130
Scott,G18143,Indiana,Midwest Region,East North Central Division,-85.74719841030,38.68509575200
Lawrence,G18093,Indiana,Midwest Region,East North Central Division,-86.48341872640,38.84118162800
Randolph,G18135,Indiana,Midwest Region,East North Central Division,-85.01126154660,40.15755644420
Pike,G18125,Indiana,Midwest Region,East North Central Division,-87.23200261170,38.39832945320
Spencer,G18147,Indiana,Midwest Region,East North Central Division,-87.00736414000,38.01430945910
Steuben,G18151,Indiana,Midwest Region,East North Central Division,-85.00075426130,41.64383787760
Clinton,G18023,Indiana,Midwest Region,East North Central Division,-86.47528118710,40.30167332160
Alger,G26003,Michigan,Midwest Region,East North Central Division,-86.60365523400,46.40868008720
Boone,G18011,Indiana,Midwest Region,East North Central Division,-86.46873698510,40.05076850280
Adams,G18001,Indiana,Midwest Region,East North Central Division,-84.93677592590,40.74568275280
Monroe,G18105,Indiana,Midwest Region,East North Central Division,-86.52312430900,39.16099020660
Brown,G18013,Indiana,Midwest Region,East North Central Division,-86.22741481860,39.19603748520
Decatur,G18031,Indiana,Midwest Region,East North Central Division,-85.50101199670,39.30701720890
Crawford,G18025,Indiana,Midwest Region,East North Central Division,-86.45141511140,38.29239423540
Fayette,G18041,Indiana,Midwest Region,East North Central Division,-85.17880429410,39.64013748670
Shawano,G55115,Wisconsin,Midwest Region,East North Central Division,-88.76545938060,44.78911375540
Columbia,G55021,Wisconsin,Midwest Region,East North Central Division,-89.33370214200,43.46657111500
Ohio,G18115,Indiana,Midwest Region,East North Central Division,-84.96503822390,38.94978872460
Howard,G18067,Indiana,Midwest Region,East North Central Division,-86.11698526280,40.48362023710
Grant,G18053,Indiana,Midwest Region,East North Central Division,-85.65474112910,40.51581487610
Lake,G18089,Indiana,Midwest Region,East North Central Division,-87.38222243620,41.41695360120
Jefferson,G18077,Indiana,Midwest Region,East North Central Division,-85.43870432430,38.78566755480
DeKalb,G18033,Indiana,Midwest Region,East North Central Division,-84.99907930000,41.39762311600
Cass,G18017,Indiana,Midwest Region,East North Central Division,-86.34600194370,40.76149756760
Trempealeau,G55121,Wisconsin,Midwest Region,East North Central Division,-91.35837723010,44.30399174120
Dodge,G55027,Wisconsin,Midwest Region,East North Central Division,-88.70752665370,43.41628364090
Barron,G55005,Wisconsin,Midwest Region,East North Central Division,-91.84838420140,45.42367133380
Bayfield,G55007,Wisconsin,Midwest Region,East North Central Division,-91.20130893630,46.52310570860
Oneida,G55085,Wisconsin,Midwest Region,East North Central Division,-89.52171108440,45.70559681450
Pepin,G55091,Wisconsin,Midwest Region,East North Central Division,-92.00122288390,44.58302313070
Pulaski,G18131,Indiana,Midwest Region,East North Central Division,-86.69883216430,41.04183291590
Wayne,G18177,Indiana,Midwest Region,East North Central Division,-85.00989457940,39.86437779320
Marshall,G18099,Indiana,Midwest Region,East North Central Division,-86.26185864910,41.32490268300
Vigo,G18167,Indiana,Midwest Region,East North Central Division,-87.38968240910,39.43083757880
Huron,G26063,Michigan,Midwest Region,East North Central Division,-83.01826007180,43.83329217060
Hillsdale,G26059,Michigan,Midwest Region,East North Central Division,-84.59287733840,41.88769821730
Leelanau,G26089,Michigan,Midwest Region,East North Central Division,-85.81245900260,44.93615061600
LaPorte,G18091,Indiana,Midwest Region,East North Central Division,-86.74000396300,41.54609588720
Clare,G26035,Michigan,Midwest Region,East North Central Division,-84.84775733340,43.98781565650
Fulton,G18049,Indiana,Midwest Region,East North Central Division,-86.26367339050,41.04693226490
Madison,G18095,Indiana,Midwest Region,East North Central Division,-85.71933662360,40.16149094930
Perry,G18123,Indiana,Midwest Region,East North Central Division,-86.63780324920,38.07968613210
Putnam,G18133,Indiana,Midwest Region,East North Central Division,-86.84491468370,39.66617530000
Greene,G18055,Indiana,Midwest Region,East North Central Division,-86.96191981010,39.03640063660
Wells,G18179,Indiana,Midwest Region,East North Central Division,-85.22132024960,40.72912401470
Baraga,G26013,Michigan,Midwest Region,East North Central Division,-88.36536780160,46.66243854240
Owen,G18119,Indiana,Midwest Region,East North Central Division,-86.83778921280,39.31283127610
Washington,G18175,Indiana,Midwest Region,East North Central Division,-86.10525463990,38.59994135930
Rush,G18139,Indiana,Midwest Region,East North Central Division,-85.46587699770,39.62000870370
Tipton,G18159,Indiana,Midwest Region,East North Central Division,-86.05188014000,40.31135792400
Dubois,G18037,Indiana,Midwest Region,East North Central Division,-86.87981628020,38.36440570180
Warren,G18171,Indiana,Midwest Region,East North Central Division,-87.35326416860,40.34698272090
Cheboygan,G26031,Michigan,Midwest Region,East North Central Division,-84.49993462320,45.44649539920
Barry,G26015,Michigan,Midwest Region,East North Central Division,-85.30892250420,42.59499804530
Shelby,G18145,Indiana,Midwest Region,East North Central Division,-85.79170271440,39.52361636560
Dickinson,G26043,Michigan,Midwest Region,East North Central Division,-87.87023676570,46.00944095690
Chippewa,G26033,Michigan,Midwest Region,East North Central Division,-84.59546893890,46.30442358210
Alpena,G26007,Michigan,Midwest Region,East North Central Division,-83.62881902930,45.03476210940
Gibson,G18051,Indiana,Midwest Region,East North Central Division,-87.58457210370,38.31187865850
Switzerland,G18155,Indiana,Midwest Region,East North Central Division,-85.03714131420,38.82625403960
Waushara,G55137,Wisconsin,Midwest Region,East North Central Division,-89.24290238900,44.11307159040
Vanderburgh,G18163,Indiana,Midwest Region,East North Central Division,-87.58578746930,38.02520216280
Clark,G18019,Indiana,Midwest Region,East North Central Division,-85.70769952150,38.47710498920
Franklin,G18047,Indiana,Midwest Region,East North Central Division,-85.06025749770,39.41485874060
Jackson,G18071,Indiana,Midwest Region,East North Central Division,-86.03754865240,38.90635804970
Wabash,G18169,Indiana,Midwest Region,East North Central Division,-85.79394124550,40.84583177480
Benton,G18007,Indiana,Midwest Region,East North Central Division,-87.31096056720,40.60622473240
Allen,G18003,Indiana,Midwest Region,East North Central Division,-85.06661171440,41.09089392340
Noble,G18113,Indiana,Midwest Region,East North Central Division,-85.41757460050,41.39854079910
Waupaca,G55135,Wisconsin,Midwest Region,East North Central Division,-88.96476198690,44.47035517600
Dearborn,G18029,Indiana,Midwest Region,East North Central Division,-84.97333115570,39.14492141350
Elkhart,G18039,Indiana,Midwest Region,East North Central Division,-85.85870889420,41.59742804900
Sauk,G55111,Wisconsin,Midwest Region,East North Central Division,-89.94840610810,43.42683464610
Marinette,G55075,Wisconsin,Midwest Region,East North Central Division,-88.03350807880,45.38304072650
Blackford,G18009,Indiana,Midwest Region,East North Central Division,-85.32480278150,40.47361015460
Johnson,G18081,Indiana,Midwest Region,East North Central Division,-86.10154078100,39.48985614230
Sheboygan,G55117,Wisconsin,Midwest Region,East North Central Division,-87.94543006900,43.72120038500
Jennings,G18079,Indiana,Midwest Region,East North Central Division,-85.62803280230,38.99697182670
Rusk,G55107,Wisconsin,Midwest Region,East North Central Division,-91.13317262010,45.47507998830
Huntington,G18069,Indiana,Midwest Region,East North Central Division,-85.48818620190,40.82923736560
Forest,G55041,Wisconsin,Midwest Region,East North Central Division,-88.77034659800,45.66693976310
LaGrange,G18087,Indiana,Midwest Region,East North Central Division,-85.42650725800,41.64252248310
Winnebago,G55139,Wisconsin,Midwest Region,East North Central Division,-88.64464654900,44.06884830670
Newton,G18111,Indiana,Midwest Region,East North Central Division,-87.39748312730,40.95590738950
St. Joseph,G18141,Indiana,Midwest Region,East North Central Division,-86.28989297990,41.61674181140
Morgan,G18109,Indiana,Midwest Region,East North Central Division,-86.44603139340,39.48161589390
Porter,G18127,Indiana,Midwest Region,East North Central Division,-87.06723858770,41.46060857300
Henry,G18065,Indiana,Midwest Region,East North Central Division,-85.39645339430,39.93105551580
Montgomery,G18107,Indiana,Midwest Region,East North Central Division,-86.89338967710,40.04040991310
Fountain,G18045,Indiana,Midwest Region,East North Central Division,-87.24202444640,40.12084825700
Kalamazoo,G26077,Michigan,Midwest Region,East North Central Division,-85.53114461420,42.24534424360
Menominee,G26109,Michigan,Midwest Region,East North Central Division,-87.55659569050,45.58008886170
Grand Traverse,G26055,Michigan,Midwest Region,East North Central Division,-85.56049759920,44.66866801560
Mackinac,G26097,Michigan,Midwest Region,East North Central Division,-85.09785000470,46.08248651360
Kalkaska,G26079,Michigan,Midwest Region,East North Central Division,-85.09022537070,44.68464112630
Ottawa,G26139,Michigan,Midwest Region,East North Central Division,-85.99616962310,42.95982936330
Roscommon,G26143,Michigan,Midwest Region,East North Central Division,-84.61172089360,44.33564885250
Saginaw,G26145,Michigan,Midwest Region,East North Central Division,-84.05316991210,43.33500203180
Gratiot,G26057,Michigan,Midwest Region,East North Central Division,-84.60486728860,43.29273071360
Wayne,G26163,Michigan,Midwest Region,East North Central Division,-83.28715044540,42.28436099970
Oscoda,G26135,Michigan,Midwest Region,East North Central Division,-84.12978434950,44.68171881460
Bay,G26017,Michigan,Midwest Region,East North Central Division,-83.99219021690,43.70730618330
Muskegon,G26121,Michigan,Midwest Region,East North Central Division,-86.15201217900,43.29116436730
Ogemaw,G26129,Michigan,Midwest Region,East North Central Division,-84.12658441670,44.33481014210
Keweenaw,G26083,Michigan,Midwest Region,East North Central Division,-88.42577725350,47.60668753170
Houghton,G26061,Michigan,Midwest Region,East North Central Division,-88.68741586790,46.89786481790
Luce,G26095,Michigan,Midwest Region,East North Central Division,-85.54433796490,46.47060093290
Oceana,G26127,Michigan,Midwest Region,East North Central Division,-86.26766077300,43.64086102840
Jackson,G26075,Michigan,Midwest Region,East North Central Division,-84.42345892220,42.24846400070
Montcalm,G26117,Michigan,Midwest Region,East North Central Division,-85.15250053000,43.31090374880
Sanilac,G26151,Michigan,Midwest Region,East North Central Division,-82.82019290000,43.42353382170
Isabella,G26073,Michigan,Midwest Region,East North Central Division,-84.84677688490,43.64055042850
Cass,G26027,Michigan,Midwest Region,East North Central Division,-85.99354812850,41.91544890600
Crawford,G26039,Michigan,Midwest Region,East North Central Division,-84.61021357500,44.68364160650
Newaygo,G26123,Michigan,Midwest Region,East North Central Division,-85.80093471540,43.55415355220
Benzie,G26019,Michigan,Midwest Region,East North Central Division,-86.01556416960,44.63879957380
Kent,G26081,Michigan,Midwest Region,East North Central Division,-85.54930749640,43.03210473790
Emmet,G26047,Michigan,Midwest Region,East North Central Division,-84.89007190120,45.51968989530
Monroe,G26115,Michigan,Midwest Region,East North Central Division,-83.54045861480,41.92996989090
Gogebic,G26053,Michigan,Midwest Region,East North Central Division,-89.69455879560,46.40885308390
Bristol Bay,G02060,Alaska,West Region,Pacific Division,-156.70110828600,58.74213464060
North Slope,G02185,Alaska,West Region,Pacific Division,-153.44111951200,69.30695912380
Nome,G02180,Alaska,West Region,Pacific Division,-163.97027571100,64.89492417180
Livingston,G26093,Michigan,Midwest Region,East North Central Division,-83.91158290310,42.60296844200
Bethel,G02050,Alaska,West Region,Pacific Division,-159.76775770200,60.92186518310
Delta,G26041,Michigan,Midwest Region,East North Central Division,-86.92525576160,45.92028084810
Floyd,G18043,Indiana,Midwest Region,East North Central Division,-85.90701379160,38.31878545540
Arenac,G26011,Michigan,Midwest Region,East North Central Division,-83.89542079070,44.06533703790
Parke,G18121,Indiana,Midwest Region,East North Central Division,-87.20649673680,39.77372723500
Calhoun,G26025,Michigan,Midwest Region,East North Central Division,-85.00564747550,42.24649482240
Clinton,G26037,Michigan,Midwest Region,East North Central Division,-84.60152093020,42.94365474710
Shiawassee,G26155,Michigan,Midwest Region,East North Central Division,-84.14670582120,42.95373579280
Eaton,G26045,Michigan,Midwest Region,East North Central Division,-84.83831409910,42.59610531730
St. Joseph,G26149,Michigan,Midwest Region,East North Central Division,-85.52782509750,41.91431174460
Schoolcraft,G26153,Michigan,Midwest Region,East North Central Division,-86.19956930490,46.19666950690
St. Clair,G26147,Michigan,Midwest Region,East North Central Division,-82.68359585330,42.94428476340
Manistee,G26101,Michigan,Midwest Region,East North Central Division,-86.05689328560,44.33301864320
Antrim,G26009,Michigan,Midwest Region,East North Central Division,-85.14004170490,44.99913224050
Iosco,G26069,Michigan,Midwest Region,East North Central Division,-83.63578783210,44.35584626800
Lake,G26085,Michigan,Midwest Region,East North Central Division,-85.80162598120,43.98998194990
Van Buren,G26159,Michigan,Midwest Region,East North Central Division,-86.01893824410,42.25125573710
Berrien,G26021,Michigan,Midwest Region,East North Central Division,-86.41236652190,41.95455161530
Missaukee,G26113,Michigan,Midwest Region,East North Central Division,-85.09459543710,44.33727873320
Macomb,G26099,Michigan,Midwest Region,East North Central Division,-82.93238399650,42.69577544580
Iron,G26071,Michigan,Midwest Region,East North Central Division,-88.53079622780,46.20866239980
Lenawee,G26091,Michigan,Midwest Region,East North Central Division,-84.06638728420,41.89504899720
Ionia,G26067,Michigan,Midwest Region,East North Central Division,-85.07461472200,42.94509505800
Daviess,G18027,Indiana,Midwest Region,East North Central Division,-87.07277550800,38.70235538420
Tuscola,G26157,Michigan,Midwest Region,East North Central Division,-83.41672304900,43.46419406260
Mason,G26105,Michigan,Midwest Region,East North Central Division,-86.25001228260,43.99515118690
Warrick,G18173,Indiana,Midwest Region,East North Central Division,-87.27224601550,38.09207260070
Ingham,G26065,Michigan,Midwest Region,East North Central Division,-84.37353439890,42.59706374890
Ontonagon,G26131,Michigan,Midwest Region,East North Central Division,-89.31488245010,46.66438017660
Branch,G26023,Michigan,Midwest Region,East North Central Division,-85.05895921830,41.91605333090
Montmorency,G26119,Michigan,Midwest Region,East North Central Division,-84.12722172510,45.02754653680
Osceola,G26133,Michigan,Midwest Region,East North Central Division,-85.32527641870,43.98984083060
Wexford,G26165,Michigan,Midwest Region,East North Central Division,-85.57853942480,44.33828681230
Alcona,G26001,Michigan,Midwest Region,East North Central Division,-83.59345552150,44.68545603000
Presque Isle,G26141,Michigan,Midwest Region,East North Central Division,-83.91818030860,45.34024815110
Charlevoix,G26029,Michigan,Midwest Region,East North Central Division,-85.12351204540,45.29869526210
Otsego,G26137,Michigan,Midwest Region,East North Central Division,-84.59882116550,45.02132920990
Kosciusko,G18085,Indiana,Midwest Region,East North Central Division,-85.86084802420,41.24416057130
Genesee,G26049,Michigan,Midwest Region,East North Central Division,-83.70665536430,43.02164339690
Lapeer,G26087,Michigan,Midwest Region,East North Central Division,-83.22177259030,43.09018879830
Marquette,G26103,Michigan,Midwest Region,East North Central Division,-87.64155955580,46.43134884560
Midland,G26111,Michigan,Midwest Region,East North Central Division,-84.38818514590,43.64680264910
Gladwin,G26051,Michigan,Midwest Region,East North Central Division,-84.38828080710,43.99058346030
Washtenaw,G26161,Michigan,Midwest Region,East North Central Division,-83.83883240210,42.25321489420
Mecosta,G26107,Michigan,Midwest Region,East North Central Division,-85.32460445490,43.64082638040
San Saba,G48411,Texas,South Region,West South Central Division,-98.81800312550,31.15536005950
Hidalgo,G48215,Texas,South Region,West South Central Division,-98.18100371680,26.39662511510
Garza,G48169,Texas,South Region,West South Central Division,-101.29845483400,33.17986021060
Cherokee,G48073,Texas,South Region,West South Central Division,-95.16533510670,31.83695351550
Fannin,G48147,Texas,South Region,West South Central Division,-96.10691787060,33.59363122990
Burleson,G48051,Texas,South Region,West South Central Division,-96.62162128990,30.49218239500
McLennan,G48309,Texas,South Region,West South Central Division,-97.20176712250,31.55240019270
Hardin,G48199,Texas,South Region,West South Central Division,-94.39020143170,30.33252762050
Guadalupe,G48187,Texas,South Region,West South Central Division,-97.94834320570,29.58350781920
Fisher,G48151,Texas,South Region,West South Central Division,-100.40215072500,32.74284580420
Karnes,G48255,Texas,South Region,West South Central Division,-97.85935772660,28.90577003680
Motley,G48345,Texas,South Region,West South Central Division,-100.77980650100,34.07408619600
Bee,G48025,Texas,South Region,West South Central Division,-97.74112723740,28.41736808230
La Salle,G48283,Texas,South Region,West South Central Division,-99.09968321720,28.34506088580
Valdez-Cordova,G02261,Alaska,West Region,Pacific Division,-144.45728020400,61.57080096060
Taylor,G48441,Texas,South Region,West South Central Division,-99.89004633810,32.30144608010
San Jacinto,G48407,Texas,South Region,West South Central Division,-95.16699627740,30.57926181230
Matanuska-Susitna,G02170,Alaska,West Region,Pacific Division,-149.57024210100,62.31653001510
Freestone,G48161,Texas,South Region,West South Central Division,-96.14928715950,31.70446660040
Montague,G48337,Texas,South Region,West South Central Division,-97.72462361560,33.67569966710
Throckmorton,G48447,Texas,South Region,West South Central Division,-99.21236850220,33.17749839450
Jim Wells,G48249,Texas,South Region,West South Central Division,-98.09001487060,27.73120995670
Maverick,G48323,Texas,South Region,West South Central Division,-100.31452058900,28.74267118620
Kimble,G48267,Texas,South Region,West South Central Division,-99.74869185010,30.48673017630
Gaines,G48165,Texas,South Region,West South Central Division,-102.63521482500,32.74071219380
Wharton,G48481,Texas,South Region,West South Central Division,-96.22223796510,29.27780270690
Marion,G48315,Texas,South Region,West South Central Division,-94.35720384760,32.79806661560
Jack,G48237,Texas,South Region,West South Central Division,-98.17249171390,33.23342346070
Reagan,G48383,Texas,South Region,West South Central Division,-101.52304944900,31.36614663030
Pecos,G48371,Texas,South Region,West South Central Division,-102.72343165700,30.78099669210
Shackelford,G48417,Texas,South Region,West South Central Division,-99.35400648580,32.73595844880
Martin,G48317,Texas,South Region,West South Central Division,-101.95124928100,32.30597576610
San Patricio,G48409,Texas,South Region,West South Central Division,-97.51833591100,28.00974117560
Crane,G48103,Texas,South Region,West South Central Division,-102.51551466000,31.42858107840
Titus,G48449,Texas,South Region,West South Central Division,-94.96564902450,33.21664870880
Panola,G48365,Texas,South Region,West South Central Division,-94.30564545240,32.16234833720
Knox,G48275,Texas,South Region,West South Central Division,-99.74150924370,33.60643968350
Sherman,G48421,Texas,South Region,West South Central Division,-101.89353345800,36.27763145370
Presidio,G48377,Texas,South Region,West South Central Division,-104.24049281700,29.99976801320
Upshur,G48459,Texas,South Region,West South Central Division,-94.94138159000,32.73615843730
Red River,G48387,Texas,South Region,West South Central Division,-95.05048781420,33.62072713920
Hamilton,G48193,Texas,South Region,West South Central Division,-98.11070355710,31.70468977190
Hartley,G48205,Texas,South Region,West South Central Division,-102.60289611300,35.83997136680
Oldham,G48359,Texas,South Region,West South Central Division,-102.60288793000,35.40498628090
Smith,G48423,Texas,South Region,West South Central Division,-95.26919729770,32.37487325880
Polk,G48373,Texas,South Region,West South Central Division,-94.83016611400,30.79247870040
Hardeman,G48197,Texas,South Region,West South Central Division,-99.74579986650,34.29031390320
McMullen,G48311,Texas,South Region,West South Central Division,-98.56786005650,28.35264137040
Winkler,G48495,Texas,South Region,West South Central Division,-103.04817802000,31.84997683320
Erath,G48143,Texas,South Region,West South Central Division,-98.21790873220,32.23623628770
Collingsworth,G48087,Texas,South Region,West South Central Division,-100.27010253100,34.96487278800
Tarrant,G48439,Texas,South Region,West South Central Division,-97.29130028030,32.77155274120
Cottle,G48101,Texas,South Region,West South Central Division,-100.27880599500,34.07757370230
Kinney,G48271,Texas,South Region,West South Central Division,-100.41802754200,29.35016982080
Southeast Fairbanks,G02240,Alaska,West Region,Pacific Division,-143.20698116900,63.87695031630
Midland,G48329,Texas,South Region,West South Central Division,-102.03164904600,31.86910622160
Tom Green,G48451,Texas,South Region,West South Central Division,-100.46204106900,31.40442014510
Hood,G48221,Texas,South Region,West South Central Division,-97.83213376290,32.42994736690
Dillingham,G02070,Alaska,West Region,Pacific Division,-158.21104234900,59.80302719930
Deaf Smith,G48117,Texas,South Region,West South Central Division,-102.60494036300,34.96599692770
Live Oak,G48297,Texas,South Region,West South Central Division,-98.12483404260,28.35143309940
Waller,G48473,Texas,South Region,West South Central Division,-95.98760743060,30.01077855990
Refugio,G48391,Texas,South Region,West South Central Division,-97.16565072640,28.32722987520
Roberts,G48393,Texas,South Region,West South Central Division,-100.81349409800,35.83848668730
Sabine,G48403,Texas,South Region,West South Central Division,-93.85175810210,31.34322226940
Morris,G48343,Texas,South Region,West South Central Division,-94.73270733540,33.11390014220
Sutton,G48435,Texas,South Region,West South Central Division,-100.53816953800,30.49826417700
Rockwall,G48397,Texas,South Region,West South Central Division,-96.40778360720,32.89781794560
Upton,G48461,Texas,South Region,West South Central Division,-102.04303194700,31.36868796140
Matagorda,G48321,Texas,South Region,West South Central Division,-95.98620754820,28.86621034510
Zavala,G48507,Texas,South Region,West South Central Division,-99.76065526250,28.86618819960
Reeves,G48389,Texas,South Region,West South Central Division,-103.69310799900,31.32323881100
Floyd,G48153,Texas,South Region,West South Central Division,-101.30324296700,34.07240375530
Cameron,G48061,Texas,South Region,West South Central Division,-97.53512466800,26.12808364530
Comanche,G48093,Texas,South Region,West South Central Division,-98.55830419760,31.94795191760
Fairbanks North Star,G02090,Alaska,West Region,Pacific Division,-146.56252368500,64.80858244180
Uvalde,G48463,Texas,South Region,West South Central Division,-99.76218920990,29.35725921080
Coke,G48081,Texas,South Region,West South Central Division,-100.52991165200,31.88850919000
King,G48269,Texas,South Region,West South Central Division,-100.25582275900,33.61640394770
Childress,G48075,Texas,South Region,West South Central Division,-100.20754107300,34.52919934030
Randall,G48381,Texas,South Region,West South Central Division,-101.89698730900,34.96584144700
Hale,G48189,Texas,South Region,West South Central Division,-101.82690650200,34.07047757020
Terrell,G48443,Texas,South Region,West South Central Division,-102.07643759500,30.22475979870
Scurry,G48415,Texas,South Region,West South Central Division,-100.91646788100,32.74623490920
Gillespie,G48171,Texas,South Region,West South Central Division,-98.94633525570,30.31806067000
Jim Hogg,G48247,Texas,South Region,West South Central Division,-98.69728207500,27.04341219670
Jones,G48253,Texas,South Region,West South Central Division,-99.87864196450,32.73986027620
Nacogdoches,G48347,Texas,South Region,West South Central Division,-94.61577319670,31.61602781070
Hutchinson,G48233,Texas,South Region,West South Central Division,-101.35472011800,35.83998176670
Jasper,G48241,Texas,South Region,West South Central Division,-94.02497845510,30.74418734530
Kleberg,G48273,Texas,South Region,West South Central Division,-97.73183963400,27.43330550820
Schleicher,G48413,Texas,South Region,West South Central Division,-100.53852981400,30.89745439390
Sterling,G48431,Texas,South Region,West South Central Division,-101.05004947900,31.82782567230
Bexar,G48029,Texas,South Region,West South Central Division,-98.51974619620,29.44908694080
Galveston,G48167,Texas,South Region,West South Central Division,-94.96535384920,29.39698843450
Gray,G48179,Texas,South Region,West South Central Division,-100.81249599200,35.40113977770
Lynn,G48305,Texas,South Region,West South Central Division,-101.81619790600,33.17676105720
Yoakum,G48501,Texas,South Region,West South Central Division,-102.82779989900,33.17291670210
Concho,G48095,Texas,South Region,West South Central Division,-99.86384377600,31.32659575650
Parmer,G48369,Texas,South Region,West South Central Division,-102.78451092600,34.53005778090
Clay,G48077,Texas,South Region,West South Central Division,-98.20861647680,33.78550923640
Irion,G48235,Texas,South Region,West South Central Division,-100.98240283100,31.30392174060
Hockley,G48219,Texas,South Region,West South Central Division,-102.34320571400,33.60768989710
Blanco,G48031,Texas,South Region,West South Central Division,-98.39976949830,30.26629818020
Haines,G02100,Alaska,West Region,Pacific Division,-135.50589957700,59.12345089080
