CTY_NAME,CTY_TXT,State,Region,Division,POINT_X,POINT_Y
Union,G42119,Pennsylvania,Northeast Region,Middle Atlantic Division,-77.06234786990,40.96313810700
Yazoo,G28163,Mississippi,South Region,East South Central Division,-90.39624068990,32.78031733080
Wayne,G28153,Mississippi,South Region,East South Central Division,-88.69576088480,31.64068989950
Calhoun,G28013,Mississippi,South Region,East South Central Division,-89.33642008180,33.93637570120
Knox,G21121,Kentucky,South Region,East South Central Division,-83.85473470740,36.89076899600
Sullivan,G42113,Pennsylvania,Northeast Region,Middle Atlantic Division,-76.51211566560,41.44616453500
Hancock,G21091,Kentucky,South Region,East South Central Division,-86.77807812730,37.84160601170
Venango,G42121,Pennsylvania,Northeast Region,Middle Atlantic Division,-79.75798212300,41.40095273050
Clarion,G42031,Pennsylvania,Northeast Region,Middle Atlantic Division,-79.42115122810,41.19257498250
McKean,G42083,Pennsylvania,Northeast Region,Middle Atlantic Division,-78.56894369710,41.80769643940
Franklin,G13119,Georgia,South Region,South Atlantic Division,-83.22924968190,34.37550867890
Wilkinson,G28157,Mississippi,South Region,East South Central Division,-91.31099425800,31.16092798800
Montgomery,G28097,Mississippi,South Region,East South Central Division,-89.61653384540,33.49409823540
Warren,G42123,Pennsylvania,Northeast Region,Middle Atlantic Division,-79.27417728190,41.81452169060
Tallahatchie,G28135,Mississippi,South Region,East South Central Division,-90.17326741220,33.95049084660
Lawrence,G28077,Mississippi,South Region,East South Central Division,-90.10692372730,31.55017733210
Juniata,G42067,Pennsylvania,Northeast Region,Middle Atlantic Division,-77.40261688600,40.53091185930
McIntosh,G13191,Georgia,South Region,South Atlantic Division,-81.41653431890,31.50219426570
Worcester,G25027,Massachusetts,Northeast Region,New England Division,-71.90781994010,42.35130965980
Coahoma,G28027,Mississippi,South Region,East South Central Division,-90.60288912600,34.22896572860
Boyle,G21021,Kentucky,South Region,East South Central Division,-84.86525165880,37.62433032510
Orange,G50017,Vermont,Northeast Region,New England Division,-72.37663637680,44.00569993320
Jessamine,G21113,Kentucky,South Region,East South Central Division,-84.58086396030,37.87208199120
Montgomery,G42091,Pennsylvania,Northeast Region,Middle Atlantic Division,-75.36723561320,40.21063228160
Perry,G42099,Pennsylvania,Northeast Region,Middle Atlantic Division,-77.26237623200,40.39845868770
Susquehanna,G42115,Pennsylvania,Northeast Region,Middle Atlantic Division,-75.80073280760,41.82129347630
Panola,G28107,Mississippi,South Region,East South Central Division,-89.95058682730,34.36387195340
Clearfield,G42033,Pennsylvania,Northeast Region,Middle Atlantic Division,-78.47402026490,40.99999854530
Windsor,G50027,Vermont,Northeast Region,New England Division,-72.58609559320,43.57992325910
Wayne,G42127,Pennsylvania,Northeast Region,Middle Atlantic Division,-75.30340269280,41.64837367030
Fulton,G42057,Pennsylvania,Northeast Region,Middle Atlantic Division,-78.11296529290,39.92516418800
Schuylkill,G42107,Pennsylvania,Northeast Region,Middle Atlantic Division,-76.21594237410,40.70575941510
Muhlenberg,G21177,Kentucky,South Region,East South Central Division,-87.14186286060,37.21589384920
Wilkinson,G13319,Georgia,South Region,South Atlantic Division,-83.17124451190,32.80236028360
Catoosa,G13047,Georgia,South Region,South Atlantic Division,-85.13841251950,34.90365230580
Trigg,G21221,Kentucky,South Region,East South Central Division,-87.87349372660,36.80628029550
Potter,G42105,Pennsylvania,Northeast Region,Middle Atlantic Division,-77.89579367010,41.74491724740
Grant,G21081,Kentucky,South Region,East South Central Division,-84.62463170690,38.64916606300
Fayette,G42051,Pennsylvania,Northeast Region,Middle Atlantic Division,-79.64763271760,39.91987776610
Randolph,G13243,Georgia,South Region,South Atlantic Division,-84.75433324100,31.76239392900
Shelby,G21211,Kentucky,South Region,East South Central Division,-85.19486189720,38.21554121040
Tattnall,G13267,Georgia,South Region,South Atlantic Division,-82.05840028530,32.04581144270
Franklin,G25011,Massachusetts,Northeast Region,New England Division,-72.59189844150,42.58320073370
Orleans,G50019,Vermont,Northeast Region,New England Division,-72.24366800410,44.82881402710
Crittenden,G21055,Kentucky,South Region,East South Central Division,-88.09723261390,37.35274144430
Lee,G21129,Kentucky,South Region,East South Central Division,-83.71638229990,37.59456325030
Troup,G13285,Georgia,South Region,South Atlantic Division,-85.02840038480,33.03364300100
Berrien,G13019,Georgia,South Region,South Atlantic Division,-83.22952255750,31.27609732470
Greene,G42059,Pennsylvania,Northeast Region,Middle Atlantic Division,-80.22304121970,39.85386778390
Dauphin,G42043,Pennsylvania,Northeast Region,Middle Atlantic Division,-76.77945738850,40.41564409190
Cherokee,G13057,Georgia,South Region,South Atlantic Division,-84.47628893780,34.24397114740
Kenton,G21117,Kentucky,South Region,East South Central Division,-84.53355563330,38.93372512380
Chickasaw,G28017,Mississippi,South Region,East South Central Division,-88.94786349010,33.92078000020
Clinton,G42035,Pennsylvania,Northeast Region,Middle Atlantic Division,-77.63776491460,41.23416285620
Lewis,G21135,Kentucky,South Region,East South Central Division,-83.37744842320,38.53165228200
Colquitt,G13071,Georgia,South Region,South Atlantic Division,-83.76863691970,31.18840310370
Henry,G13151,Georgia,South Region,South Atlantic Division,-84.15421270230,33.45324952980
Jackson,G13157,Georgia,South Region,South Atlantic Division,-83.56612325030,34.13366432110
Liberty,G13179,Georgia,South Region,South Atlantic Division,-81.50469327750,31.83343919460
McLean,G21149,Kentucky,South Region,East South Central Division,-87.26363812530,37.52922694880
Alcorn,G28003,Mississippi,South Region,East South Central Division,-88.58018521310,34.88071763860
Cambria,G42021,Pennsylvania,Northeast Region,Middle Atlantic Division,-78.71378853330,40.49519775780
Northampton,G42095,Pennsylvania,Northeast Region,Middle Atlantic Division,-75.30781370720,40.75404488410
Montgomery,G13209,Georgia,South Region,South Atlantic Division,-82.53477187190,32.17432167140
Washington,G24043,Maryland,South Region,South Atlantic Division,-77.81336512130,39.60343790730
McCracken,G21145,Kentucky,South Region,East South Central Division,-88.71264496780,37.05394487620
Covington,G28031,Mississippi,South Region,East South Central Division,-89.55271541750,31.63315616260
Montgomery,G21173,Kentucky,South Region,East South Central Division,-83.91287018280,38.03328859380
Wicomico,G24045,Maryland,South Region,South Atlantic Division,-75.61933827400,38.37338950560
Taylor,G13269,Georgia,South Region,South Atlantic Division,-84.25019876810,32.55595052710
Spencer,G21215,Kentucky,South Region,East South Central Division,-85.32734644470,38.03253664080
Jefferson,G42065,Pennsylvania,Northeast Region,Middle Atlantic Division,-78.99948619750,41.12834541470
Wyoming,G42131,Pennsylvania,Northeast Region,Middle Atlantic Division,-76.01680291220,41.51825015600
Greene,G28041,Mississippi,South Region,East South Central Division,-88.63913232890,31.21407679990
Campbell,G47013,Tennessee,South Region,East South Central Division,-84.14994253400,36.40358408380
Somerset,G24039,Maryland,South Region,South Atlantic Division,-75.73410281410,38.12318002210
Lehigh,G42077,Pennsylvania,Northeast Region,Middle Atlantic Division,-75.59253025980,40.61257416020
Monroe,G42089,Pennsylvania,Northeast Region,Middle Atlantic Division,-75.33935249680,41.05801254000
Jefferson,G47089,Tennessee,South Region,East South Central Division,-83.44603604410,36.05101992330
Van Buren,G47175,Tennessee,South Region,East South Central Division,-85.45257456290,35.69621187350
Humphreys,G47085,Tennessee,South Region,East South Central Division,-87.77579750170,36.04078380070
Moore,G47127,Tennessee,South Region,East South Central Division,-86.35862365900,35.28353120340
Wayne,G47181,Tennessee,South Region,East South Central Division,-87.78816718110,35.24015268990
Cheatham,G47021,Tennessee,South Region,East South Central Division,-87.08639523110,36.26142188280
Putnam,G47141,Tennessee,South Region,East South Central Division,-85.49556720510,36.14094921800
Weakley,G47183,Tennessee,South Region,East South Central Division,-88.71794319590,36.29816907360
Scott,G21209,Kentucky,South Region,East South Central Division,-84.58399235050,38.29130575260
Somerset,G42111,Pennsylvania,Northeast Region,Middle Atlantic Division,-79.02843124940,39.97229989880
McNairy,G47109,Tennessee,South Region,East South Central Division,-88.56338999190,35.17562265130
Marion,G47115,Tennessee,South Region,East South Central Division,-85.62214548080,35.12935503500
Stewart,G47161,Tennessee,South Region,East South Central Division,-87.83834275000,36.50115603440
Union,G47173,Tennessee,South Region,East South Central Division,-83.83780380920,36.28781544300
Garrett,G24023,Maryland,South Region,South Atlantic Division,-79.27365417770,39.52863560220
Chester,G47023,Tennessee,South Region,East South Central Division,-88.61418552000,35.42164094910
Grundy,G47061,Tennessee,South Region,East South Central Division,-85.72315566640,35.38843539750
Madison,G21151,Kentucky,South Region,East South Central Division,-84.27843871510,37.72000706840
Cocke,G47029,Tennessee,South Region,East South Central Division,-83.12123466520,35.92518668850
Anderson,G47001,Tennessee,South Region,East South Central Division,-84.19881433400,36.11858415490
Hamblen,G47063,Tennessee,South Region,East South Central Division,-83.26623773640,36.21694731850
